record_id,first_name,last_name,gender,date_of_birth,address,city,county,ssn,phone_number,email
174,Camelia,Ionescu,F,1966-08-28,Drumul Suciu,Sector 6,Constanța,2271012439854,0725019945,cameliai@protonmail.com
175,Sandu,Dima,M,2001-06-22,Drumul Dima Nr. 884,Sector 6,Bistrița-Năsăud,5551128262321,1446610863,sandu.dima@protonmail.com
176,Veronica,Toma,F,1950-04-12,Aleea Mazilescu Nr. 12,Sector 6,Tulcea,4940713353424,2472477127,veronicat@hotmail.com
177,Dimitrina,Aanei,F,1988-09-25,Bulevardul Floare Diaconu Nr. 87 Bl. 18  Sc. 28 Ap. 121,Sector 6,Caraș Severin,2500322390096,5016120589,dimitrinaa@outlook.com
178,Anemona,Pop,F,1976-07-11,Drumul Tudor Nr. 895,Sector 6,București,1850911184486,0030317447,anemonap@gmail.com
179,Salomea,Gheorghiu,F,1941-11-30,Bulevardul Tomescu Nr. 227 Bl. 56  Sc. 16 Ap. 624,Sector 6,Călărași,7690719367094,6828577080,sgheorghiu@yahoo.com
180,Florența,Nistor,M,1966-12-16,Strada Popescu,Sector 6,Gorj,2370602194603,1639492534,florența.nistor@yahoo.com
181,Narcis,Niță,M,1946-06-03,Intrarea Tabacu,Sector 6,Vaslui,6421006075141,4435071041,narcis.niță@yahoo.com
182,Dina,Ionescu,F,1996-12-16,Bulevardul Stan Nr. 25 Bl. 98  Sc. 62 Ap. 813,Sector 6,Sibiu,1871221398639,9051652257,dinaionescu@hotmail.com
183,Henrieta,Stoica,F,1935-05-10,Drumul Dochioiu Nr. 34 Bl. 49  Sc. 68 Ap. 255,Sector 6,Alba,3910128081075,7360154112,hstoica@gmail.com
184,Stan,Ababei,M,1959-05-15,Intrarea Georgescu Nr. 61,Sector 6,Giurgiu,1271005414309,2164664861,stan.ababei@yahoo.com
185,Ludmila,Florea,F,1936-05-21,Bulevardul Ioniță,Sector 6,Suceava,4810312012130,9432939510,ludmila.florea@hotmail.com
186,Severin,Barbu,M,1947-02-25,Strada Dima Nr. 573 Bl. 21  Sc. 16 Ap. 223,Sector 6,Argeș,8330707198892,6402042612,barbu.severin@hotmail.com
187,Lorena,Oprea,F,1945-11-24,Drumul Gheorghiu Nr. 949 Bl. 98  Sc. 75 Ap. 339,Sector 6,Neamț,7450706189350,4032757570,oprea.lorena@outlook.com
188,Mitică,Toma,M,1980-07-29,Bulevardul Petronela Nemeș Nr. 160 Bl. 54  Sc. 46 Ap. 941,Sector 6,Vaslui,4940622256096,0280936649,miticăt@gmail.com
189,Dorel,Cristea,M,1982-10-21,Bulevardul Ionescu,Sector 6,Tulcea,8630101516259,2697435551,dorelcristea@yahoo.com
190,Gențiana,Ionescu,M,1979-04-02,Strada Lascăr Dima Nr. 522 Bl. 95  Sc. 69 Ap. 509,Sector 6,Suceava,3920715054526,2468264148,gențianaionescu@hotmail.com
191,Iolanda,Marin,F,1986-12-05,Soseaua Ababei Nr. 442,Sector 6,Sălaj,1970401452694,9453702743,imarin@hotmail.com
192,Aida,Stănescu,F,1962-01-17,Strada Tomescu,Sector 6,Arad,6330305121811,9946441020,astănescu@yahoo.com
193,Beniamin,Ardelean,M,1944-04-09,Bulevardul Nicolaie Tabacu Nr. 675,Sector 6,Ialomița,6280902254211,8506250977,beniamin.ardelean@yahoo.com
194,Rozalia,Niță,F,2002-04-27,Aleea Gianina Ababei Nr. 44 Bl. 37  Sc. 48 Ap. 756,Sector 6,Botoșani,3160917305714,6691096737,rozalian@outlook.com
195,Roxana,Mocanu,F,1939-08-24,Soseaua Diaconescu Nr. 55,Sector 6,Teleorman,3790206417102,5453678637,rmocanu@protonmail.com
196,Mitruț,Stănescu,F,1941-11-29,Intrarea Stănescu,Sector 6,Vrancea,1851204143731,7068615149,mitruț.stănescu@outlook.com
197,Eugen,Dobre,M,1966-01-21,Strada Florea Nr. 52 Bl. 24  Sc. 11 Ap. 176,Sector 6,Dolj,4931111152711,0624943474,edobre@yahoo.com
198,Sandu,Nistor,M,1990-01-27,Bulevardul Marin,Sector 6,Ilfov,6921122430209,2230687007,sandu.nistor@yahoo.com
199,Sinică,Dumitrescu,M,1985-02-11,Drumul Cecilia Barbu,Sector 6,Covasna,8920116273941,8788631548,sinicăd@outlook.com
200,Ozana,Georgescu,F,1969-03-23,Drumul Agnos Ababei Nr. 280 Bl. 87  Sc. 62 Ap. 751,Sector 6,Botoșani,4860403179328,1989465178,ogeorgescu@hotmail.com
201,Constanța,Florea,M,1989-12-14,Drumul Lucian Oprea Nr. 93,Sector 6,Brașov,3291023050279,9578869936,constanța.florea@gmail.com
202,Aurica,Aanei,F,1969-09-02,Drumul Preda Nr. 328 Bl. 44  Sc. 89 Ap. 307,Sector 6,Brăila,8760911462902,8557003115,aurica.aanei@gmail.com
203,Mirabela,Gheorghiu,F,1996-07-10,Strada Dochioiu,Sector 6,Giurgiu,4620523168950,9316319099,mirabelag@gmail.com
204,Petru,Marin,M,1967-11-25,Strada Cristea Nr. 325,Sector 6,Iași,5400516352762,0850543470,petrum@protonmail.com
205,Dacian,Ioniță,M,1980-02-11,Soseaua Mocanu Nr. 92 Bl. 16  Sc. 21 Ap. 932,Sector 6,Constanța,8301112346177,6326172932,daciani@yahoo.com
206,Andrada,Ababei,F,1987-05-08,Bulevardul Albu Nr. 434,Sector 6,Dolj,4201114287853,2769879649,ababei.andrada@gmail.com
207,Ștefana,Manole,F,2003-07-21,Soseaua Nistor Nr. 389 Bl. 25  Sc. 88 Ap. 228,Sector 6,Gorj,4311005228163,3446415040,ștefanam@yahoo.com
208,Laura,Dinu,F,1977-05-24,Drumul Mocanu Nr. 58 Bl. 72  Sc. 60 Ap. 133,Sector 6,Cluj,7321019376541,7099044469,lauradinu@protonmail.com
209,Amalia,Florea,F,1941-09-21,Strada Theodor Tomescu Nr. 30,Sector 6,Buzău,6021205467274,9319448637,amaliaf@protonmail.com
210,Augustin,Ababei,M,1940-01-23,Strada Voinea Nr. 981 Bl. 47  Sc. 11 Ap. 810,Sector 6,Sibiu,2670225510458,4281216683,augustina@protonmail.com
211,Vicențiu,Dobre,M,1967-04-15,Bulevardul Georgescu Nr. 274 Bl. 58  Sc. 13 Ap. 126,Sector 6,Satu Mare,3641212411740,8218754860,dobre.vicențiu@yahoo.com
212,Petru,Stănescu,M,1998-10-19,Aleea Damian Voinea Nr. 47,Sector 6,Vrancea,1840317225282,2258820253,petrus@gmail.com
213,Georgeta,Stănescu,F,1973-09-26,Bulevardul Xenia Popescu,Sector 6,Neamț,1900817455621,7814372665,stănescu.georgeta@outlook.com
214,Sabin,Dumitrescu,M,1989-07-11,Bulevardul Pop Nr. 48 Bl. 17  Sc. 30 Ap. 976,Sector 6,Mureș,1070408366004,4386374848,sdumitrescu@gmail.com
215,Narcisa,Stoica,F,1951-05-20,Aleea Teodor Popa Nr. 750,Sector 6,Tulcea,8700323446630,1434625878,stoica.narcisa@gmail.com
216,Angel,Georgescu,M,1962-11-24,Drumul Diaconescu,Sector 6,Dâmbovița,6350203237537,8908699529,angel.georgescu@hotmail.com
217,Sorin,Eftimie,M,1938-02-08,Intrarea Diaconescu,Sector 6,Ilfov,8470613245705,1428397887,sorineftimie@gmail.com
218,Carina,Popa,F,1963-04-05,Intrarea Niță Nr. 587 Bl. 17  Sc. 80 Ap. 644,Sector 6,Bihor,8800417022185,2416145838,cpopa@yahoo.com
219,Manole,Tomescu,M,1978-12-22,Strada Andreea Popescu Nr. 97,Sector 6,Maramureș,3820405256470,1354999192,manole.tomescu@yahoo.com
220,Emanuil,Oprea,M,1948-06-22,Intrarea Manole Nr. 925,Sector 6,Covasna,1370807212293,3927840505,oprea.emanuil@outlook.com
221,Costel,Dima,M,1997-06-01,Strada Ene,Sector 6,Botoșani,7001104179625,9949599121,cdima@yahoo.com
222,Vincențiu,Gheorghiu,F,1999-11-27,Soseaua Stoica Nr. 67,Sector 6,Vâlcea,7731213331060,4165637829,gheorghiu.vincențiu@yahoo.com
223,Sandu,Ene,M,2002-05-23,Bulevardul Popa,Sector 6,Galați,5610105096018,7175664160,sanduene@outlook.com
224,Crina,Ababei,F,1979-05-28,Bulevardul Manole Nr. 922 Bl. 59  Sc. 36 Ap. 700,Sector 6,Mureș,5750404368467,4665053743,crinaa@hotmail.com
225,Anatolie,Tudor,M,2002-09-29,Bulevardul Stancu Nr. 89,Sector 6,Olt,8290213224531,0829941212,anatoliet@yahoo.com
226,Semenica,Mocanu,F,1991-07-08,Aleea Eftimia Stancu Nr. 477,Sector 6,Dolj,2731025149500,0434386699,semenicam@yahoo.com
227,Ivan,Dima,M,1971-08-22,Strada Ene,Sector 6,Botoșani,1370427230434,0259495571,ivandima@yahoo.com
228,Roxelana,Preda,F,1967-07-22,Intrarea Stancu Nr. 18 Bl. 62  Sc. 24 Ap. 193,Sector 6,Constanța,4981221198015,6228221838,rpreda@protonmail.com
229,Laura,Niță,F,1998-03-17,Soseaua Diaconu Nr. 18,Sector 6,Hunedoara,1410519510178,5614085998,lniță@gmail.com
230,Ilona,Tabacu,F,1992-12-29,Intrarea Barbu Nr. 333 Bl. 97  Sc. 90 Ap. 365,Sector 6,Argeș,4700108418083,8269634881,tabacu.ilona@gmail.com
231,Albert,Eftimie,M,1985-03-02,Drumul Manole Nr. 58 Bl. 93  Sc. 61 Ap. 248,Sector 6,Olt,5150302461736,0694750971,albert.eftimie@yahoo.com
232,Draga,Aanei,F,1984-03-19,Drumul Preda Nr. 19,Sector 6,Harghita,3430704247521,8020075027,aanei.draga@hotmail.com
233,Profira,Ioniță,F,1939-08-10,Intrarea Gheorghiu Nr. 52,Sector 6,Vâlcea,4770711106914,0330243488,ioniță.profira@yahoo.com
234,Adelin,Nistor,M,2003-04-30,Bulevardul Nistor Nr. 226 Bl. 73  Sc. 60 Ap. 844,Sector 6,Ilfov,6240818194254,2638782808,anistor@hotmail.com
235,Cazimir,Stoica,F,2001-07-12,Drumul Tomescu Nr. 296 Bl. 27  Sc. 31 Ap. 872,Sector 6,Teleorman,5210105066256,8061428889,cazimirstoica@protonmail.com
236,Alistar,Pop,F,1943-06-30,Strada Sorin Popescu,Sector 6,Galați,1190607231436,8294836781,pop.alistar@outlook.com
237,Teodor,Dima,M,1962-02-15,Aleea Pop,Sector 6,Bihor,6660229411498,4178823884,teodord@protonmail.com
238,Noemi,Barbu,F,1994-03-02,Drumul Cristea Nr. 70,Sector 6,Covasna,4290710344363,1394294729,noemibarbu@protonmail.com
239,Silviana,Dinu,F,2006-07-20,Aleea Traian Stan Nr. 367,Sector 6,Covasna,1180310232208,8700858818,silvianadinu@hotmail.com
240,Eliza,Voinea,F,1958-08-25,Aleea Gheorghiu Nr. 222 Bl. 69  Sc. 36 Ap. 794,Sector 6,Ialomița,7541014399713,8368206649,evoinea@protonmail.com
241,Aureliana,Ardelean,F,1942-03-05,Bulevardul Dinu,Sector 6,Sibiu,7490231273768,3258990797,aurelianaardelean@protonmail.com
242,Antonela,Oprea,F,1994-01-15,Strada Eftimie Nr. 19 Bl. 19  Sc. 40 Ap. 102,Sector 6,Satu Mare,3640102303718,3705138441,antonelao@outlook.com
243,Niculina,Pop,F,1963-09-20,Aleea Diaconescu,Sector 6,Bistrița-Năsăud,8101104025916,3683407744,niculina.pop@gmail.com
244,Amza,Pop,M,2003-05-19,Bulevardul Florența Stănescu Nr. 79 Bl. 14  Sc. 67 Ap. 182,Sector 6,Giurgiu,8430309407968,4690772305,amza.pop@hotmail.com
245,Robert,Tabacu,M,1992-04-16,Aleea Niță Nr. 569,Sector 6,Vaslui,1151110281447,7407153128,robert.tabacu@gmail.com
246,Florian,Preda,M,1987-06-12,Soseaua Ababei Nr. 696,Sector 6,Bihor,4740101141330,7825306098,florianp@hotmail.com
247,Horia,Dochioiu,M,1963-09-26,Strada Dochioiu Nr. 41,Sector 6,Cluj,2420130155401,5775371091,horia.dochioiu@yahoo.com
248,Dumitrana,Tomescu,M,1985-06-04,Bulevardul Sebastian Suciu Nr. 68 Bl. 74  Sc. 23 Ap. 212,Sector 6,Ilfov,8951020382254,5462687718,dumitranat@hotmail.com
249,Cleopatra,Albu,F,1972-12-23,Strada Tabacu Nr. 233 Bl. 32  Sc. 24 Ap. 782,Sector 6,Vâlcea,5720831123433,9519597995,cleopatra.albu@protonmail.com
250,Dragoș,Diaconescu,F,1938-06-20,Drumul Tabacu,Sector 6,Giurgiu,3150111118167,3075418605,dragoșdiaconescu@gmail.com
251,Teodor,Dochioiu,M,1984-03-23,Strada Dochioiu Nr. 55 Bl. 47  Sc. 79 Ap. 865,Sector 6,Botoșani,1620111424527,7245699130,tdochioiu@hotmail.com
252,Bebe,Dobre,F,1954-11-06,Drumul Casiana Preda,Sector 6,Dolj,3731225260326,9538375094,bebe.dobre@gmail.com
253,Jasmina,Mazilescu,F,1962-02-24,Bulevardul Gheorghiu Nr. 806 Bl. 63  Sc. 61 Ap. 132,Sector 6,Iași,4210324395511,7031434118,jasminam@hotmail.com
254,Adelaida,Mazilescu,F,2003-03-11,Intrarea Monalisa Dinu Nr. 737,Sector 6,Călărași,2400225029918,0617498837,adelaidamazilescu@protonmail.com
255,Caterina,Stan,F,2001-01-15,Intrarea Laurenția Ardelean,Sector 6,Arad,4990125356075,9386540172,caterinas@hotmail.com
256,Cerasela,Dochioiu,F,2000-07-21,Aleea Pușcașu Nr. 36 Bl. 18  Sc. 34 Ap. 939,Sector 6,Vâlcea,2600919227011,6429372703,cerasela.dochioiu@yahoo.com
257,Ovidiu,Nistor,M,1990-05-22,Aleea Stan,Sector 6,Maramureș,4950626340542,3450065907,ovidiu.nistor@protonmail.com
258,Ion,Barbu,M,2004-07-03,Bulevardul Răzvan Voinea Nr. 87 Bl. 18  Sc. 85 Ap. 785,Sector 6,Galați,7031015515293,5346151255,ionb@gmail.com
259,Frederic,Dochioiu,M,1972-03-18,Bulevardul Jan Suciu Nr. 726 Bl. 74  Sc. 28 Ap. 634,Sector 6,Harghita,2860101391511,4643803781,dochioiu.frederic@hotmail.com
260,Dacian,Dima,M,1956-07-03,Drumul Despina Nemeș,Sector 6,Argeș,8240904151349,6538518342,dacian.dima@gmail.com
261,Nicu,Stancu,M,1973-02-09,Soseaua Ecaterina Stancu Nr. 35 Bl. 62  Sc. 64 Ap. 721,Sector 6,Maramureș,3671207019707,2575341229,nicustancu@yahoo.com
262,Codin,Diaconu,M,1999-06-11,Strada Anuța Toma,Sector 6,Constanța,8860222194735,1850415355,codind@protonmail.com
263,Teona,Stoica,F,1968-06-16,Soseaua Nemeș Nr. 82,Sector 6,Sibiu,3291030343630,8138492601,teonastoica@hotmail.com
264,Alexandrina,Florea,F,1971-05-13,Drumul Ioniță Nr. 322 Bl. 66  Sc. 56 Ap. 336,Sector 6,Argeș,2511107303816,1417263632,alexandrinaflorea@protonmail.com
265,Dafina,Eftimie,F,1950-12-13,Aleea Nistor Nr. 49 Bl. 14  Sc. 36 Ap. 345,Sector 6,Vâlcea,4300901070062,1641001011,deftimie@yahoo.com
266,Casiana,Oprea,F,1950-05-18,Aleea Tabacu Nr. 187 Bl. 45  Sc. 52 Ap. 301,Sector 6,Vaslui,7210913054653,3034540245,casiana.oprea@hotmail.com
267,Șerban,Georgescu,F,1997-09-12,Soseaua Eftimie Nr. 46 Bl. 35  Sc. 23 Ap. 330,Sector 6,Mehedinți,1360119276179,7327078483,șerbangeorgescu@hotmail.com
268,Gică,Voinea,M,1992-04-19,Soseaua Aureliana Aanei Nr. 281,Sector 6,Caraș Severin,7270111169464,0401846169,gicăvoinea@gmail.com
269,Emilian,Tomescu,M,1942-08-08,Intrarea Dinu Nr. 16,Sector 6,Vrancea,1950419151825,0083819149,emilian.tomescu@yahoo.com
270,Șerban,Suciu,F,1959-10-14,Bulevardul Otilia Popa Nr. 260,Sector 6,Buzău,4131017146930,3467633607,șsuciu@gmail.com
271,Tiberiu,Popa,M,1967-11-09,Soseaua Emil Diaconu,Sector 6,Vrancea,1160713255108,4755543034,tiberiupopa@hotmail.com
272,Livia,Niță,F,1966-11-24,Aleea Nistor Nr. 558 Bl. 65  Sc. 74 Ap. 637,Sector 6,Timiș,4370130126450,3757081917,livian@hotmail.com
273,Zoe,Diaconu,F,1943-09-03,Bulevardul Ene,Sector 6,Bacău,7500125255593,7110793637,zoe.diaconu@yahoo.com
274,Mădălina,Georgescu,M,1939-12-07,Strada Mina Nistor Nr. 50,Sector 6,Iași,4350429332648,7418556155,mădălina.georgescu@outlook.com
275,Oana,Eftimie,F,1988-09-28,Drumul Diaconescu,Sector 6,Călărași,4170109130348,7370921180,oanaeftimie@gmail.com
276,Robertina,Dima,F,1971-10-21,Strada Florea Nr. 58 Bl. 23  Sc. 64 Ap. 981,Sector 6,Sibiu,8380609336475,4547072028,robertina.dima@hotmail.com
277,Paul,Tabacu,M,1935-03-21,Drumul Dinu,Sector 6,Olt,5320703027022,7098600203,ptabacu@hotmail.com
278,Domnica,Niță,F,2005-01-01,Bulevardul Ene Nr. 71 Bl. 26  Sc. 64 Ap. 304,Sector 6,București,7190811384595,2385744548,domnican@outlook.com
279,Valentin,Tabacu,M,1940-05-31,Drumul Dochioiu Nr. 698,Sector 6,Cluj,4620211337575,0152431169,valentint@outlook.com
280,Ciprian,Tomescu,M,1965-02-05,Bulevardul Dora Stan Nr. 575 Bl. 55  Sc. 39 Ap. 600,Sector 6,Argeș,4520710460690,7796051117,cipriantomescu@outlook.com
281,Julia,Diaconu,F,1978-01-24,Strada Manole,Sector 6,Mureș,3291116468232,6047686617,juliad@yahoo.com
282,Visarion,Dobre,M,1994-11-18,Soseaua Georgescu Nr. 244,Sector 6,Galați,5790922171899,7115104856,visarion.dobre@hotmail.com
283,Aristide,Barbu,M,2000-01-14,Bulevardul Octav Dinu,Sector 6,Harghita,8571011128576,0455822745,barbu.aristide@hotmail.com
284,Olimpian,Ene,F,1995-03-04,Strada Marin,Sector 6,Bihor,3420604032591,8197738419,ene.olimpian@outlook.com
285,Alin,Popescu,M,1992-11-19,Intrarea Miron Dinu,Sector 6,Ialomița,2100511202165,5244207276,popescu.alin@outlook.com
286,Mugur,Dima,M,1983-12-09,Strada Achim Toma,Sector 6,Ilfov,1910706219901,9442961734,mugur.dima@protonmail.com
287,Iulian,Popescu,M,2000-02-02,Bulevardul Ene Nr. 14 Bl. 24  Sc. 56 Ap. 935,Sector 6,Brașov,1430717106905,3809981923,ipopescu@protonmail.com
288,Geanina,Ababei,F,1969-08-31,Drumul Ioniță Nr. 949 Bl. 28  Sc. 19 Ap. 680,Sector 6,Prahova,8900710341691,5553557194,geaninaa@hotmail.com
289,Matilda,Ardelean,F,1999-08-20,Bulevardul Paraschiva Manole Nr. 753 Bl. 92  Sc. 66 Ap. 542,Sector 6,Cluj,4420107227607,4354991671,matildaardelean@hotmail.com
290,Olivia,Cristea,F,1965-12-26,Strada Stan Nr. 306 Bl. 59  Sc. 65 Ap. 669,Sector 6,Dâmbovița,3840118179483,4696584161,ocristea@protonmail.com
291,Nicuță,Aanei,M,1936-07-14,Soseaua Stănescu,Sector 6,Alba,7000611041143,9944592217,nicuță.aanei@yahoo.com
292,Theodor,Tudor,M,1990-05-13,Intrarea Nistor Nr. 64,Sector 6,Hunedoara,4251231083125,4161436000,theodor.tudor@yahoo.com
293,Ada,Preda,F,2006-09-16,Aleea Camelia Ardelean Nr. 79,Sector 6,Timiș,1880610152061,6822293510,ada.preda@hotmail.com
294,Simion,Suciu,M,1979-10-07,Intrarea Stoica Nr. 208 Bl. 69  Sc. 52 Ap. 683,Sector 6,Arad,1710730109403,9734414527,suciu.simion@gmail.com
295,Emanuil,Ardelean,M,1995-12-09,Drumul Atena Barbu Nr. 97 Bl. 48  Sc. 59 Ap. 162,Sector 6,Botoșani,2860406088470,9137102844,emanuilardelean@yahoo.com
296,Corneliu,Popescu,M,1985-07-31,Intrarea Marin,Sector 6,Satu Mare,8620326180318,2911337792,corneliupopescu@hotmail.com
297,Costin,Popescu,M,1995-04-17,Strada Carolina Georgescu Nr. 699,Sector 6,Buzău,1630124122038,3429025149,cpopescu@yahoo.com
298,Constanța,Dima,F,1971-05-24,Drumul Gheorghiu Nr. 462 Bl. 27  Sc. 97 Ap. 515,Sector 6,Botoșani,3951225286224,4181494914,dima.constanța@protonmail.com
299,Aurica,Dochioiu,F,1964-10-24,Bulevardul Olimpia Niță Nr. 52,Sector 6,Ialomița,1100606134561,6933749537,aurica.dochioiu@hotmail.com
300,Răducu,Ioniță,M,1987-04-07,Strada Florea,Sector 6,Brașov,7460931069245,9213566445,răducu.ioniță@yahoo.com
301,Stela,Mazilescu,F,1989-11-13,Intrarea Dinu Nr. 23,Sector 6,Botoșani,5451213018851,4489108269,smazilescu@hotmail.com
302,Eric,Suciu,M,1956-02-28,Aleea Georgescu Nr. 93 Bl. 14  Sc. 94 Ap. 442,Sector 6,Satu Mare,4760424307081,9717014883,ericsuciu@protonmail.com
303,Pleșu,Georgescu,F,1993-01-19,Intrarea Voichița Georgescu Nr. 502,Sector 6,Ialomița,1611001529444,9836653193,pgeorgescu@hotmail.com
304,Simona,Florea,F,1942-07-15,Intrarea Tiberiu Barbu,Sector 6,Brașov,7250505176515,1187546010,simona.florea@outlook.com
305,Veniamin,Manole,M,1971-01-06,Drumul Nistor Nr. 258,Sector 6,Caraș Severin,6210605269939,5415317872,veniamin.manole@outlook.com
306,Daria,Nistor,F,1949-07-11,Bulevardul Costel Marin Nr. 820 Bl. 13  Sc. 21 Ap. 219,Sector 6,Vrancea,4120128322498,1517699091,nistor.daria@outlook.com
307,Cezar,Pop,M,1996-05-11,Aleea Suciu,Sector 6,Botoșani,8650210267467,3947231589,cezarpop@protonmail.com
308,Ducu,Mocanu,F,1971-04-27,Drumul Stan Nr. 389,Sector 6,Iași,1840206461230,3005961057,ducum@yahoo.com
309,Viviana,Preda,F,2007-08-02,Strada Diaconu Nr. 894,Sector 6,Timiș,6270920105201,3173531213,vivianapreda@yahoo.com
310,Ilarion,Pop,M,1946-03-08,Aleea Nemeș,Sector 6,Prahova,5680202454796,0337913247,ilarionpop@hotmail.com
311,Denis,Ardelean,M,2000-09-05,Strada Gheorghiu,Sector 6,Brașov,7640626404383,2887264874,denisardelean@hotmail.com
312,Nicușor,Diaconu,F,1948-05-20,Intrarea Gina Niță,Sector 6,Harghita,3980818202841,7758615597,nicușord@gmail.com
313,Ovidiu,Pușcașu,M,1997-05-15,Bulevardul Florea,Sector 6,Harghita,5880908420505,8111060446,ovidiup@protonmail.com
314,Valeria,Pop,F,1940-07-22,Bulevardul Ababei Nr. 73 Bl. 72  Sc. 42 Ap. 695,Sector 6,Botoșani,3050619261417,9096949265,vpop@yahoo.com
315,Flaviu,Preda,M,1987-04-02,Aleea Nistor Nr. 312,Sector 6,Bistrița-Năsăud,6831219059120,8380995520,preda.flaviu@gmail.com
316,Demetra,Georgescu,F,2000-09-20,Aleea Nelu Stoica Nr. 36,Sector 6,Botoșani,2080517040011,2824500707,demetra.georgescu@gmail.com
317,Anica,Marin,F,1994-03-12,Strada Dima,Sector 6,Vâlcea,1240719268967,4286481808,marin.anica@outlook.com
318,Sandu,Stancu,M,1996-07-27,Strada Vincențiu Florea,Sector 6,Mureș,1570730243859,4952040215,stancu.sandu@hotmail.com
319,Nicoleta,Dobre,F,1988-03-07,Intrarea Diaconu Nr. 74,Sector 6,Dolj,4311031462166,3983404313,dobre.nicoleta@outlook.com
320,Crin,Florea,F,1967-01-27,Soseaua Ene Nr. 938,Sector 6,Bacău,6880908032788,5336332259,cflorea@gmail.com
321,Bartolomeu,Nistor,M,1980-07-29,Drumul Popescu Nr. 90,Sector 6,Dâmbovița,7230430301234,7677499415,bartolomeunistor@yahoo.com
322,Suzana,Dumitrescu,F,1951-05-04,Drumul Ene,Sector 6,Brașov,1520109190770,9027508298,suzanad@hotmail.com
323,Alex,Manole,M,1936-06-24,Aleea Albu Nr. 59 Bl. 15  Sc. 25 Ap. 824,Sector 6,Brăila,6020304276545,5770938488,amanole@gmail.com
324,Luminița,Georgescu,F,1978-06-15,Strada Mocanu Nr. 958 Bl. 73  Sc. 74 Ap. 663,Sector 6,Botoșani,1490602326745,9495296390,georgescu.luminița@gmail.com
325,Dorel,Eftimie,M,2005-04-15,Aleea Eustațiu Pop,Sector 6,Mureș,6770723140124,0930848250,eftimie.dorel@protonmail.com
326,Nicoleta,Dobre,F,1954-09-16,Bulevardul Relu Albu Nr. 57 Bl. 45  Sc. 36 Ap. 281,Sector 6,Ilfov,4771219306440,5397482505,nicoleta.dobre@hotmail.com
327,Niculina,Albu,F,1990-04-24,Aleea Diaconescu,Sector 6,Bistrița-Năsăud,8691224035462,7678194138,albu.niculina@yahoo.com
328,Bartolomeu,Stan,M,1975-05-17,Aleea Dobre Nr. 259 Bl. 37  Sc. 34 Ap. 180,Sector 6,Călărași,3480728348520,1290298652,bartolomeus@yahoo.com
329,Marian,Florea,M,1982-07-05,Strada Ababei,Sector 6,Argeș,6620628269511,9641251377,mflorea@yahoo.com
330,Filofteia,Ardelean,F,2002-02-17,Drumul Zina Diaconu,Sector 6,Olt,7580924330203,6851491609,filofteia.ardelean@protonmail.com
331,Melina,Ene,F,1958-08-13,Bulevardul Popa,Sector 6,Giurgiu,1141012380080,7868721785,melina.ene@outlook.com
332,Beniamin,Tudor,M,1948-01-08,Soseaua Codruț Dinu Nr. 40,Sector 6,Argeș,1850322350087,9822676793,btudor@gmail.com
333,Roberta,Tudor,F,1989-01-26,Bulevardul Ene Nr. 35 Bl. 95  Sc. 11 Ap. 473,Sector 6,Covasna,8890304115821,2362190416,tudor.roberta@outlook.com
334,Antonela,Diaconescu,F,1958-09-27,Aleea Dima Nr. 144,Sector 6,Galați,4840830515364,0436126830,antoneladiaconescu@yahoo.com
335,Maximilian,Dinu,M,1966-07-08,Intrarea Dima Nr. 67 Bl. 88  Sc. 74 Ap. 525,Sector 6,Bistrița-Năsăud,3550819143277,3613248658,maximilian.dinu@gmail.com
336,Alexandrina,Dobre,F,1953-07-27,Aleea Valeriu Stoica,Sector 6,Alba,4310121051780,1759020184,adobre@yahoo.com
337,Dragoș,Tudor,M,1967-04-20,Intrarea Tomescu,Sector 6,Sibiu,1651124216179,8083927776,dragoșt@outlook.com
338,Sava,Voinea,F,1943-09-28,Aleea Preda,Sector 6,Tulcea,2680125466738,5185059716,voinea.sava@hotmail.com
339,Margareta,Georgescu,F,1959-08-30,Drumul Alis Niță Nr. 32,Sector 6,Maramureș,4520726092702,0050238000,margareta.georgescu@protonmail.com
340,Mara,Suciu,F,1986-06-09,Drumul Tabacu Nr. 93,Sector 6,Galați,1230523433563,7444977543,suciu.mara@gmail.com
341,Elisaveta,Preda,F,1981-12-10,Drumul Nistor Nr. 94 Bl. 55  Sc. 37 Ap. 667,Sector 6,Giurgiu,5521228417699,6224410717,elisaveta.preda@gmail.com
342,Zina,Pop,F,2005-02-24,Aleea Pușcașu Nr. 82 Bl. 99  Sc. 18 Ap. 493,Sector 6,Constanța,1781206186908,0512643082,zinapop@gmail.com
343,Daniel,Nemeș,M,1995-01-08,Strada Barbu Nr. 664 Bl. 67  Sc. 69 Ap. 827,Sector 6,Timiș,7680721293411,2363000347,danieln@yahoo.com
344,Alice,Aanei,F,1957-06-30,Intrarea Barbu Nr. 46 Bl. 79  Sc. 69 Ap. 885,Sector 6,Timiș,3080322243467,7592218710,aliceaanei@gmail.com
345,Casandra,Niță,F,1964-08-02,Strada Pușcașu,Sector 6,Teleorman,4880808156277,7578211945,niță.casandra@protonmail.com
346,Domnica,Ene,F,1966-02-21,Bulevardul Stănescu,Sector 6,Brașov,1520806254746,1891657175,domnica.ene@outlook.com
347,Adelina,Stan,F,1976-09-30,Aleea Dumitrescu,Sector 6,Bacău,2190109072664,6517303864,adelina.stan@gmail.com
